nom_amenageur,siren_amenageur,contact_amenageur,nom_operateur,contact_operateur,telephone_operateur,nom_enseigne,id_station_itinerance,id_station_local,nom_station,implantation_station,adresse_station,code_insee_commune,coordonneesXY,nbre_pdc,id_pdc_itinerance,id_pdc_local,puissance_nominale,prise_type_ef,prise_type_2,prise_type_combo_ccs,prise_type_chademo,prise_type_autre,gratuit,paiement_acte,paiement_cb,paiement_autre,tarification,condition_acces,reservation,horaires,accessibilite_pmr,restriction_gabarit,station_deux_roues,raccordement,num_pdl,date_mise_en_service,observations,date_maj,last_modified,datagouv_resource_id
SDEM50,255002883,sdem@sdem50.fr,Total marketing france,e-charge50@sdem50.fr,809107584,e-charge50,FRS50P50370001,null,BRECEY - La Poste,Voirie,11 rue des pélerins 50370 BRECEY,50074,"[48.7248101,-1.1700677]",2,FRS50E503700011,null,22,true,true,false,false,false,false,true,false,true,null,Accès libre,false,24/7,Accessible mais non réservé PMR,Aucune restriction,false,Direct,02548335671619,2017-02-03,"Prise T2-EF<br>Service accessible<br>- aux abonnÃ©s disposant d'un badge de mobilitÃ© Ã©lectrique<br>- aux non abonnÃ©s disposant d'une carte bancaire, via le site www.e-charge50.fr<br>Informations disponibles sur le site www.e-charge50.fr'",2021-05-17,2021-05-28T16:57:36.114000,a22f7243-998a-4e8d-8322-b428040a4223
SDEM50,255002883,sdem@sdem50.fr,Total marketing france,e-charge50@sdem50.fr,809107584,e-charge50,FRS50P50290001,null,BREHAL - rue de la Plage,Voirie,Rue St Martin 50290 BREHAL,50076,"[48.898219,-1.5160379]",2,FRS50E502900011,null,22,true,true,false,false,false,false,true,false,true,null,Accès libre,false,24/7,Accessible mais non réservé PMR,Aucune restriction,false,Direct,02522286467615,2016-10-14,"Prise T2-EF<br>Service accessible<br>- aux abonnÃ©s disposant d'un badge de mobilitÃ© Ã©lectrique<br>- aux non abonnÃ©s disposant d'une carte bancaire, via le site www.e-charge50.fr<br>Informations disponibles sur le site www.e-charge50.fr'",2021-05-17,2021-05-28T16:57:36.114000,a22f7243-998a-4e8d-8322-b428040a4223
SDEM50,255002883,sdem@sdem50.fr,Total marketing france,e-charge50@sdem50.fr,809107584,e-charge50,FRS50P50260001,null,BRICQUEBEC - Cinema,Voirie,2 rue de Verdun 50260 BRICQUEBEC,50082,"[49.471884,-1.6315858]",2,FRS50E502600011,null,22,true,true,false,false,false,false,true,false,true,null,Accès libre,false,24/7,Accessible mais non réservé PMR,Aucune restriction,false,Direct,02552532487710,2017-05-19,"Prise T2-EF<br>Service accessible<br>- aux abonnÃ©s disposant d'un badge de mobilitÃ© Ã©lectrique<br>- aux non abonnÃ©s disposant d'une carte bancaire, via le site www.e-charge50.fr<br>Informations disponibles sur le site www.e-charge50.fr'",2021-05-17,2021-05-28T16:57:36.114000,a22f7243-998a-4e8d-8322-b428040a4223
SDEM50,255002883,sdem@sdem50.fr,Total marketing france,e-charge50@sdem50.fr,809107584,e-charge50,FRS50P50260002,null,BRICQUEBEC - Gare Routiere,Voirie,10 route de l'abbaye 50260 BRICQUEBEC,50082,"[49.4713781,-1.6391676]",2,FRS50E502600021,null,22,true,true,false,false,false,false,true,false,true,null,Accès libre,false,24/7,Accessible mais non réservé PMR,Aucune restriction,false,Direct,02552098334366,2017-10-12,"Prise T2-EF<br>Service accessible<br>- aux abonnÃ©s disposant d'un badge de mobilitÃ© Ã©lectrique<br>- aux non abonnÃ©s disposant d'une carte bancaire, via le site www.e-charge50.fr<br>Informations disponibles sur le site www.e-charge50.fr'",2021-05-17,2021-05-28T16:57:36.114000,a22f7243-998a-4e8d-8322-b428040a4223
SDEM50,255002883,sdem@sdem50.fr,Total marketing france,e-charge50@sdem50.fr,809107584,e-charge50,FRS50P500871,null,BRIX,Voirie,Le Beau Parlé 50700 BRIX,50087,"[49.5635953,-1.5903001]",2,FRS50E5008711,null,22,true,true,false,false,false,false,true,false,true,null,Accès libre,false,24/7,Accessible mais non réservé PMR,Aucune restriction,false,Direct,02561215554860,2018-08-07,"Prise T2-EF<br>Service accessible<br>- aux abonnÃ©s disposant d'un badge de mobilitÃ© Ã©lectrique<br>- aux non abonnÃ©s disposant d'une carte bancaire, via le site www.e-charge50.fr<br>Informations disponibles sur le site www.e-charge50.fr'",2021-05-17,2021-05-28T16:57:36.114000,a22f7243-998a-4e8d-8322-b428040a4223
SDEM50,255002883,sdem@sdem50.fr,Total marketing france,e-charge50@sdem50.fr,809107584,e-charge50,FRS50P50860001,null,CANISY - Rue Jean Follain,Voirie,18 rue de Carbonnel 50750 CANISY,50095,"[49.0762621,-1.1732257]",2,FRS50E508600011,null,22,true,true,false,false,false,false,true,false,true,null,Accès libre,false,24/7,Accessible mais non réservé PMR,Aucune restriction,false,Direct,02551953616506,2017-03-03,"Prise T2-EF<br>Service accessible<br>- aux abonnÃ©s disposant d'un badge de mobilitÃ© Ã©lectrique<br>- aux non abonnÃ©s disposant d'une carte bancaire, via le site www.e-charge50.fr<br>Informations disponibles sur le site www.e-charge50.fr'",2021-05-17,2021-05-28T16:57:36.114000,a22f7243-998a-4e8d-8322-b428040a4223
SDEM50,255002883,sdem@sdem50.fr,Total marketing france,e-charge50@sdem50.fr,809107584,e-charge50,FRS50P50099001,null,CARENTAN - bd des Fortifications,Voirie,13 boulevard des Fortifications 50500 CARENTAN,50099,"[49.3034833,-1.2421829]",2,FRS50E500990011,null,22,true,true,false,false,false,false,true,false,true,null,Accès libre,false,24/7,Accessible mais non réservé PMR,Aucune restriction,false,Direct,02513892834845,2017-11-29,"Prise T2-EF<br>Service accessible<br>- aux abonnÃ©s disposant d'un badge de mobilitÃ© Ã©lectrique<br>- aux non abonnÃ©s disposant d'une carte bancaire, via le site www.e-charge50.fr<br>Informations disponibles sur le site www.e-charge50.fr'",2021-05-17,2021-05-28T16:57:36.114000,a22f7243-998a-4e8d-8322-b428040a4223
SDEM50,255002883,sdem@sdem50.fr,Total marketing france,e-charge50@sdem50.fr,809107584,e-charge50,FRS50P50099002,null,CARENTAN - la Gare,Voirie,"3, rue du Docteur Caillard - 50500 CARENTAN",50500,"[49.3028024,-1.2448201]",2,FRS50E500990021,null,22,true,true,false,false,false,false,true,false,true,null,Accès libre,false,24/7,Accessible mais non réservé PMR,Aucune restriction,false,Direct,02516787190852,2018-07-01,"Prise T2-EF<br>Service accessible<br>- aux abonnÃ©s disposant d'un badge de mobilitÃ© Ã©lectrique<br>- aux non abonnÃ©s disposant d'une carte bancaire, via le site www.e-charge50.fr<br>Informations disponibles sur le site www.e-charge50.fr'",2021-05-17,2021-05-28T16:57:36.114000,a22f7243-998a-4e8d-8322-b428040a4223
SDEM50,255002883,sdem@sdem50.fr,Total marketing france,e-charge50@sdem50.fr,809107584,e-charge50,FRS50P50103001,null,CARQUEBUT - Les Forges,Voirie,28 le Bout de la Ville 50480 CARQUEBUT,50103,"[49.3798413,-1.2958843]",2,FRS50E501030011,null,22,true,true,false,false,false,false,true,false,true,null,Accès libre,false,24/7,Accessible mais non réservé PMR,Aucune restriction,false,Direct,02591751011710,2018-02-15,"Prise T2-EF<br>Service accessible<br>- aux abonnÃ©s disposant d'un badge de mobilitÃ© Ã©lectrique<br>- aux non abonnÃ©s disposant d'une carte bancaire, via le site www.e-charge50.fr<br>Informations disponibles sur le site www.e-charge50.fr'",2021-05-17,2021-05-28T16:57:36.114000,a22f7243-998a-4e8d-8322-b428040a4223
SDEM50,255002883,sdem@sdem50.fr,Total marketing france,e-charge50@sdem50.fr,809107584,e-charge50,FRS50P50290002,null,CERENCES - ZA Intermarche,Voirie,Route de Brehal 50510 CERENCES,50109,"[48.9124279,-1.4401486]",2,FRS50E502900021,null,22,true,true,false,false,false,false,true,false,true,null,Accès libre,false,24/7,Accessible mais non réservé PMR,Aucune restriction,false,Direct,02504775613790,2017-01-04,"Prise T2-EF<br>Service accessible<br>- aux abonnÃ©s disposant d'un badge de mobilitÃ© Ã©lectrique<br>- aux non abonnÃ©s disposant d'une carte bancaire, via le site www.e-charge50.fr<br>Informations disponibles sur le site www.e-charge50.fr'",2021-05-17,2021-05-28T16:57:36.114000,a22f7243-998a-4e8d-8322-b428040a4223
SDEM50,255002883,sdem@sdem50.fr,Total marketing france,e-charge50@sdem50.fr,809107584,e-charge50,FRS50P50210001,null,CERISY LA SALLE - Rue des Ecoles,Voirie,12 place de la mairie 50210 CERISY LA SALLE,50111,"[49.0258146,-1.2832819]",2,FRS50E502100011,null,22,true,true,false,false,false,false,true,false,true,null,Accès libre,false,24/7,Accessible mais non réservé PMR,Aucune restriction,false,Direct,02549348696181,2017-03-03,"Prise T2-EF<br>Service accessible<br>- aux abonnÃ©s disposant d'un badge de mobilitÃ© Ã©lectrique<br>- aux non abonnÃ©s disposant d'une carte bancaire, via le site www.e-charge50.fr<br>Informations disponibles sur le site www.e-charge50.fr'",2021-05-17,2021-05-28T16:57:36.114000,a22f7243-998a-4e8d-8322-b428040a4223
CHERBOURG EN COTENTIN,200056844,mairie@cherbourg.fr,Total marketing france,e-charge50@sdem50.fr,809107584,e-charge50,FRS50P501297,null,CHERBOURG OCTEVILLE - Cité de la Mer,Voirie,1 Allée du Président Menut 50100 CHERBOURG OCTEVILLE,50129,"[49.643581,-1.617731]",2,FRS50E5012971,null,22,true,true,false,false,false,false,true,true,true,null,Accès libre,false,24/7,Accessible mais non réservé PMR,Aucune restriction,false,Direct,02579594715491,2018-04-27,"Prise T2-EF<br>Service accessible<br>- aux abonnÃ©s disposant d'un badge de mobilitÃ© Ã©lectrique<br>- aux non abonnÃ©s disposant d'une carte bancaire, via le site www.e-charge50.fr<br>Informations disponibles sur le site www.e-charge50.fr'",2021-05-17,2021-05-28T16:57:36.114000,a22f7243-998a-4e8d-8322-b428040a4223
CHERBOURG EN COTENTIN,200056844,mairie@cherbourg.fr,Total marketing france,e-charge50@sdem50.fr,809107584,e-charge50,FRS50P501299,null,CHERBOURG OCTEVILLE - François 1er,Voirie,Rue François 1er 50100 CHERBOURG OCTEVILLE,50129,"[49.636120,-1.624323]",2,FRS50E5012991,null,22,true,true,false,false,false,false,true,true,true,null,Accès libre,false,24/7,Accessible mais non réservé PMR,Aucune restriction,false,Direct,02579449997607,2018-08-07,"Prise T2-EF<br>Service accessible<br>- aux abonnÃ©s disposant d'un badge de mobilitÃ© Ã©lectrique<br>- aux non abonnÃ©s disposant d'une carte bancaire, via le site www.e-charge50.fr<br>Informations disponibles sur le site www.e-charge50.fr'",2021-05-17,2021-05-28T16:57:36.114000,a22f7243-998a-4e8d-8322-b428040a4223
CHERBOURG EN COTENTIN,200056844,mairie@cherbourg.fr,Total marketing france,e-charge50@sdem50.fr,809107584,e-charge50,FRS50P501294,null,CHERBOURG OCTEVILLE - Notre Dame du Vœu,Voirie,65 rue Victor Grignard 50100 CHERBOURG OCTEVILLE,50129,"[49.636395,-1.629394]",2,FRS50E5012941,null,22,true,true,false,false,false,false,true,true,true,null,Accès libre,false,24/7,Accessible mais non réservé PMR,Aucune restriction,false,Direct,02579884151016,2018-04-27,"Prise T2-EF<br>Service accessible<br>- aux abonnÃ©s disposant d'un badge de mobilitÃ© Ã©lectrique<br>- aux non abonnÃ©s disposant d'une carte bancaire, via le site www.e-charge50.fr<br>Informations disponibles sur le site www.e-charge50.fr'",2021-05-17,2021-05-28T16:57:36.114000,a22f7243-998a-4e8d-8322-b428040a4223
CHERBOURG EN COTENTIN,200056844,mairie@cherbourg.fr,Total marketing france,e-charge50@sdem50.fr,809107584,e-charge50,FRS50P5012910,null,CHERBOURG OCTEVILLE - Place Chantereyne,Voirie,Place Chantereyne 50100 CHERBOURG OCTEVILLE,50129,"[49.645317,-1.623855]",2,FRS50E50129101,null,22,true,true,false,false,false,false,true,true,true,null,Accès libre,false,24/7,Accessible mais non réservé PMR,Aucune restriction,false,Direct,02533429737077,2018-06-20,"Prise T2-EF<br>Service accessible<br>- aux abonnÃ©s disposant d'un badge de mobilitÃ© Ã©lectrique<br>- aux non abonnÃ©s disposant d'une carte bancaire, via le site www.e-charge50.fr<br>Informations disponibles sur le site www.e-charge50.fr'",2021-05-17,2021-05-28T16:57:36.114000,a22f7243-998a-4e8d-8322-b428040a4223
CHERBOURG EN COTENTIN,200056844,mairie@cherbourg.fr,Total marketing france,e-charge50@sdem50.fr,809107584,e-charge50,FRS50P501298,null,CHERBOURG OCTEVILLE - Place Rossel,Voirie,1 Place Alfred Rossel 50100 CHERBOURG OCTEVILLE,50129,"[49.628488,-1.642840]",2,FRS50E5012981,null,22,true,true,false,false,false,false,true,true,true,null,Accès libre,false,24/7,Accessible mais non réservé PMR,Aucune restriction,false,Direct,02533719172687,2018-04-27,"Prise T2-EF<br>Service accessible<br>- aux abonnÃ©s disposant d'un badge de mobilitÃ© Ã©lectrique<br>- aux non abonnÃ©s disposant d'une carte bancaire, via le site www.e-charge50.fr<br>Informations disponibles sur le site www.e-charge50.fr'",2021-05-17,2021-05-28T16:57:36.114000,a22f7243-998a-4e8d-8322-b428040a4223
CHERBOURG EN COTENTIN,200056844,mairie@cherbourg.fr,Total marketing france,e-charge50@sdem50.fr,809107584,e-charge50,FRS50P501291,null,CHERBOURG OCTEVILLE - René Cassin,Voirie,1 Place René Cassin 50100 CHERBOURG OCTEVILLE,50129,"[49.626574,-1.641399]",2,FRS50E5012911,null,22,true,true,false,false,false,false,true,true,true,null,Accès libre,false,24/7,Accessible mais non réservé PMR,Aucune restriction,false,Direct,02583791531610,2018-04-27,"Prise T2-EF<br>Service accessible<br>- aux abonnÃ©s disposant d'un badge de mobilitÃ© Ã©lectrique<br>- aux non abonnÃ©s disposant d'une carte bancaire, via le site www.e-charge50.fr<br>Informations disponibles sur le site www.e-charge50.fr'",2021-05-17,2021-05-28T16:57:36.114000,a22f7243-998a-4e8d-8322-b428040a4223
CHERBOURG EN COTENTIN,200056844,mairie@cherbourg.fr,Total marketing france,e-charge50@sdem50.fr,809107584,e-charge50,FRS50P501292,null,CHERBOURG OCTEVILLE - Rue de l'Ile de France,Voirie,1 Rue de l'Ile de France 50100 CHERBOURG OCTEVILLE,50129,"[49.627575,-1.634003]",2,FRS50E5012921,null,22,true,true,false,false,false,false,true,true,true,null,Accès libre,false,24/7,Accessible mais non réservé PMR,Aucune restriction,false,Direct,02580028868866,2018-04-27,"Prise T2-EF<br>Service accessible<br>- aux abonnÃ©s disposant d'un badge de mobilitÃ© Ã©lectrique<br>- aux non abonnÃ©s disposant d'une carte bancaire, via le site www.e-charge50.fr<br>Informations disponibles sur le site www.e-charge50.fr'",2021-05-17,2021-05-28T16:57:36.114000,a22f7243-998a-4e8d-8322-b428040a4223
SDEM50,255002883,sdem@sdem50.fr,Total marketing france,e-charge50@sdem50.fr,809107584,e-charge50,FRS50P50610001,null,JULLOUVILLE - Syndicat d'Initiative,Voirie,11 avenue du Marechal Leclerc 50610 JULLOUVILLE,50066,"[48.7743602,-1.5673533]",2,FRS50E506100011,null,22,true,true,false,false,false,false,true,false,true,null,Accès libre,false,24/7,Accessible mais non réservé PMR,Aucune restriction,false,Direct,02547901518269,2016-10-28,"Prise T2-EF<br>Service accessible<br>- aux abonnÃ©s disposant d'un badge de mobilitÃ© Ã©lectrique<br>- aux non abonnÃ©s disposant d'une carte bancaire, via le site www.e-charge50.fr<br>Informations disponibles sur le site www.e-charge50.fr'",2021-05-17,2021-05-28T16:57:36.114000,a22f7243-998a-4e8d-8322-b428040a4223
SDEM50,255002883,sdem@sdem50.fr,Total marketing france,e-charge50@sdem50.fr,809107584,e-charge50,FRS50P50800001,null,LA COLOMBE - Hotel Massu,Voirie,42 la Herviere 50800 LA COLOMBE,50137,"[48.860445,-1.207212]",2,FRS50E508000011,null,22,true,true,false,false,false,false,true,false,true,null,Accès libre,false,24/7,Accessible mais non réservé PMR,Aucune restriction,false,Direct,02515340013205,2018-08-22,"Prise T2-EF<br>Service accessible<br>- aux abonnÃ©s disposant d'un badge de mobilitÃ© Ã©lectrique<br>- aux non abonnÃ©s disposant d'une carte bancaire, via le site www.e-charge50.fr<br>Informations disponibles sur le site www.e-charge50.fr'",2021-05-17,2021-05-28T16:57:36.114000,a22f7243-998a-4e8d-8322-b428040a4223
SDEM50,255002883,sdem@sdem50.fr,Total marketing france,e-charge50@sdem50.fr,809107584,e-charge50,FRS50P50001001,null,ACQUEVILLE - carrefour des Pelles,Voirie,1 route des Pelles 50440 ACQUEVILLE,50001,"[49.6043821,-1.7362482]",2,FRS50E500010011,null,22,true,true,false,false,false,false,true,false,true,null,Accès libre,false,24/7,Accessible mais non réservé PMR,Aucune restriction,false,Direct,02553545511865,2017-08-25,"Prise T2-EF<br>Service accessible<br>- aux abonnÃ©s disposant d'un badge de mobilitÃ© Ã©lectrique<br>- aux non abonnÃ©s disposant d'une carte bancaire, via le site www.e-charge50.fr<br>Informations disponibles sur le site www.e-charge50.fr'",2021-05-17,2021-05-28T16:57:36.114000,a22f7243-998a-4e8d-8322-b428040a4223
ST LO,215005026,hotel.ville@mairie-saint-lo.fr,Total marketing france,e-charge50@sdem50.fr,809107584,e-charge50,FRS50P505021,null,ST LO - Mersier,Voirie,Avenue des Hêtres 50000 ST LO,50502,"[49.111507,-1.069148]",2,FRS50E5050211,null,22,true,false,false,false,true,false,true,false,true,null,Accès libre,false,24/7,Accessible mais non réservé PMR,Aucune restriction,false,Direct,02501447103220,2017-01-11,"Prise T3-EF<br>Service accessible<br>- aux abonnÃ©s disposant d'un badge de mobilitÃ© Ã©lectrique<br>- aux non abonnÃ©s disposant d'une carte bancaire, via le site www.e-charge50.fr<br>Informations disponibles sur le site www.e-charge50.fr'",2021-05-17,2021-05-28T16:57:36.114000,a22f7243-998a-4e8d-8322-b428040a4223
SDEM50,255002883,sdem@sdem50.fr,Total marketing france,e-charge50@sdem50.fr,809107584,e-charge50,FRS50P505651,null,SARTILLY - aire de covoiturage,Voirie,Huche Pie 50530 SARTILLY,50565,"[48.760259,-1.4671269]",2,FRS50E5056511,null,22,true,true,false,false,false,false,true,false,true,null,Accès libre,false,24/7,Accessible mais non réservé PMR,Aucune restriction,false,Direct,02514037552180,2018-02-07,"Prise T2-EF<br>Service accessible<br>- aux abonnÃ©s disposant d'un badge de mobilitÃ© Ã©lectrique<br>- aux non abonnÃ©s disposant d'une carte bancaire, via le site www.e-charge50.fr<br>Informations disponibles sur le site www.e-charge50.fr'",2021-05-17,2021-05-28T16:57:36.114000,a22f7243-998a-4e8d-8322-b428040a4223
SDEM50,255002883,sdem@sdem50.fr,Total marketing france,e-charge50@sdem50.fr,809107584,e-charge50,FRS50P50530001,null,SARTILLY - Superette,Voirie,1 rue de l'Eglise 50530 SARTILLY,50565,"[48.752177,-1.4549578]",2,FRS50E505300011,null,22,true,true,false,false,false,false,true,false,true,null,Accès libre,false,24/7,Accessible mais non réservé PMR,Aucune restriction,false,Direct,02586107017430,2017-09-11,"Prise T2-EF<br>Service accessible<br>- aux abonnÃ©s disposant d'un badge de mobilitÃ© Ã©lectrique<br>- aux non abonnÃ©s disposant d'une carte bancaire, via le site www.e-charge50.fr<br>Informations disponibles sur le site www.e-charge50.fr'",2021-05-17,2021-05-28T16:57:36.114000,a22f7243-998a-4e8d-8322-b428040a4223
SDEM50,255002883,sdem@sdem50.fr,Total marketing france,e-charge50@sdem50.fr,809107584,e-charge50,FRS50P50150001,null,SOURDEVAL - Cote Eglise,Voirie,Rue du Capitaine Duval 50150 SOURDEVAL,50582,"[48.7244128,-0.9214924]",2,FRS50E501500011,null,22,true,true,false,false,false,false,true,false,true,null,Accès libre,false,24/7,Accessible mais non réservé PMR,Aucune restriction,false,Direct,02522141749870,2016-06-30,"Prise T2-EF<br>Service accessible<br>- aux abonnÃ©s disposant d'un badge de mobilitÃ© Ã©lectrique<br>- aux non abonnÃ©s disposant d'une carte bancaire, via le site www.e-charge50.fr<br>Informations disponibles sur le site www.e-charge50.fr'",2021-05-17,2021-05-28T16:57:36.114000,a22f7243-998a-4e8d-8322-b428040a4223
